CONFIRMED_DATE,FUND_NUM,CLIENT_NAME,ACCOUNT_NAME,TRADE_NUM,FUND_CODE,FUND_NAME,ACTION,SHARES_CHANGED,MONEY_CHANGED,REMAINING_SHARES
20240315,TH6010013965,上银理财,上银理财“鑫享利”系列开放式(6个月)理财产品WPXK23M0602期,5512,999237,周周盈,申购,0,"￥50,000,000.00","41,729,260.56"
20240329,TH6010013965,上银理财,上银理财“鑫享利”系列开放式(6个月)理财产品WPXK23M0602期,5512,999237,周周盈,申购,0,"￥50,000,000.00","41,687,510.42"
20240402,TH6010001519,上银理财,上银理财“易享利”系列开放式（7天持有期）理财产品WPEK23D0702期,4851,999237,周周盈,申购,0,"￥50,000,000.00","41,673,612.27"
20240410,TH6010014004,上银理财,上银理财“易享利”系列开放式（6个月持有期）理财产品WPEK23M0602期,5542,999237,周周盈,申购,0,"￥50,000,000.00","41,645,843.74"
20240410,TH6010001520,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D0107期,4852,999237,周周盈,申购,0,"￥50,000,000.00","41,645,843.74"
20240402,TH0010000627,瑞华健康,瑞华健康保险股份有限公司,2439,999237,周周盈,申购,0,"￥50,000,000.00","41,673,612.27"
20240104,TH6010001781,浦银理财,浦银理财周周鑫最短持有期5号理财产品,5173,999237,周周盈,申购,0,"￥50,000,000.00","41,963,911.04"
20240104,TH6010001526,浦银理财,浦银理财周周鑫最短持有期3号理财产品,4874,999237,周周盈,申购,0,"￥50,000,000.00","41,963,911.04"
20240205,TH6010001466,浦银理财,浦银理财周周鑫稳健款最短持有期理财产品,4777,999237,周周盈,申购,0,"￥50,000,000.00","41,862,022.77"
20240206,TH6010001462,浦银理财,浦银理财天添鑫中短债2号理财产品,4773,999237,周周盈,申购,0,"￥50,000,000.00","41,851,510.84"
20240208,TH6010001468,浦银理财,浦银理财双周鑫最短持有期理财产品,4779,999237,周周盈,申购,0,"￥50,000,000.00","41,844,505.82"
20240715,TH0000005982,京东安联,京东安联财产保险有限公司,642,999237,周周盈,申购,0,"￥50,000,000.00","41,390,728.48"
20240126,TH6010001658,太平养老,金达鑫财富A款28-03号,5015,999237,周周盈,申购,0,"￥50,000,000.00","41,890,080.43"
20240904,TH6010001652,华泰资管,华泰资产日享收益资产管理产品,5009,999237,周周盈,申购,0,"￥50,000,000.00","41,250,721.89"
20240430,TH0010000105,杭工信,杭工信-周添利1号集合资金信托计划,766,999237,周周盈,申购,0,"￥50,000,000.00","41,597,337.77"
20240104,TH6010001197,季华装备,广东省季华新型显示装备有限公司,4198,999237,周周盈,申购,0,"￥50,000,000.00","41,963,911.04"
20240808,TH0000006343,北京中关村,北京中关村银行股份有限公司,679,999237,周周盈,申购,0,"￥50,000,000.00","41,318,899.26"
20240104,TH0000000796,安华农业,安华农业保险股份有限公司,86,999237,周周盈,申购,0,"￥50,000,000.00","41,963,911.04"
20240202,TH0010000551,中英人寿,中英人寿保险有限公司-分红-个险分红,2281,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,248,576.67"
20240110,TH0010000903,中信保诚,中信保诚人寿保险有限公司-稳健配置投资账户,3270,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,337,200.31"
20240417,TH0010000903,中信保诚,中信保诚人寿保险有限公司-稳健配置投资账户,3270,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,957,030.50"
20240523,TH0010000903,中信保诚,中信保诚人寿保险有限公司-稳健配置投资账户,3270,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,833,157.95"
20240829,TH0010000448,中信保诚,中信保诚人寿保险有限公司-万能账户,2106,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,501,425.04"
20240306,TH0000000268,浙商财产,浙商财产保险股份有限公司,33,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,118,564.14"
20240412,TH0010000927,长江养老,长江养老金色增盈6号资产管理产品,3361,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,975,436.58"
20240301,TH0000000965,永诚财产,永诚财产保险股份有限公司,103,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,137,094.44"
20240606,TH0000000965,永诚财产,永诚财产保险股份有限公司,103,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,782,874.62"
20240607,TH0000000965,永诚财产,永诚财产保险股份有限公司,103,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,782,874.62"
20240806,TH0000000965,永诚财产,永诚财产保险股份有限公司,103,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,573,739.30"
20240903,TH0000000965,永诚财产,永诚财产保险股份有限公司,103,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,487,890.59"
20240117,TH0000004756,英大泰和,英大泰和人寿保险股份有限公司,514,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,309,178.74"
20240313,TH0010000546,信美人寿,信美人寿相互保险社,2271,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,090,795.42"
20240827,TH0010000546,信美人寿,信美人寿相互保险社,2271,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,510,452.30"
20240314,TH0010000544,小康人寿,小康人寿保险有限责任公司-分红险,2269,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,090,795.42"
20240314,TH0010000543,小康人寿,小康人寿保险有限责任公司,2268,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,090,795.42"
20240605,TH0010000627,瑞华健康,瑞华健康保险股份有限公司,2439,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,787,441.46"
20240104,TH0010000559,昆仑健康,昆仑健康保险股份有限公司-万能保险产品,2339,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,360,576.46"
20240911,TH0000006017,交银人寿,交银人寿保险有限公司-万能,645,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,460,844.80"
20240508,TH6010001652,华泰资管,华泰资产日享收益资产管理产品,5009,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,883,547.21"
20240103,TH0000004206,弘康人寿,弘康人寿-分红险-工行,457,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,365,254.40"
20240104,TH0000004217,弘康人寿,弘康人寿-分红险-邮储,458,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,360,576.46"
20240115,TH0000004206,弘康人寿,弘康人寿-分红险-工行,457,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,323,185.46"
20240402,TH6010001224,弘康人寿,弘康人寿保险股份有限公司-工行万能,4330,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,016,901.95"
20240807,TH0000000875,弘康人寿,弘康人寿保险股份有限公司,94,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,569,213.21"
20240808,TH0000000875,弘康人寿,弘康人寿保险股份有限公司,94,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,569,213.21"
20240809,TH0000000875,弘康人寿,弘康人寿保险股份有限公司,94,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,564,687.98"
20240903,TH0000004206,弘康人寿,弘康人寿-分红险-工行,457,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,487,890.59"
20240904,TH0010000185,弘康人寿,弘康人寿投资连结保险弘云4号,1647,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,483,380.82"
20240904,TH0000004206,弘康人寿,弘康人寿-分红险-工行,457,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,483,380.82"
20240906,TH0000000875,弘康人寿,弘康人寿保险股份有限公司,94,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,478,871.90"
20240909,TH0000004206,弘康人寿,弘康人寿-分红险-工行,457,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,474,363.84"
20240909,TH0000004217,弘康人寿,弘康人寿-分红险-邮储,458,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,474,363.84"
20240912,TH0010000186,弘康人寿,弘康人寿投资连结保险弘云1号投资账户,1649,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,456,340.17"
20240912,TH0010000139,弘康人寿,弘康人寿投资连结保险稳赢5号,1573,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,456,340.17"
20240913,TH0010000186,弘康人寿,弘康人寿投资连结保险弘云1号投资账户,1649,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,451,836.39"
20240105,TH0000003889,合众人寿,合众人寿保险股份有限公司-万能账户,424,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,355,899.42"
20240105,TH0000003867,合众人寿,合众人寿保险股份有限公司-传统账户,422,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,355,899.42"
20240118,TH0000003889,合众人寿,合众人寿保险股份有限公司-万能账户,424,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,304,511.64"
20240116,TH6010001627,国宝人寿,国宝人寿保险股份有限公司-旺银宝,4984,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,313,846.75"
20240508,TH0000004093,国宝人寿,国宝人寿保险股份有限公司,446,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,883,547.21"
20240325,TH0000001641,工银安盛,工银安盛人寿保险有限公司,173,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,053,820.28"
20240229,TH0000004510,北京人寿,北京人寿保险股份有限公司-农行传统,488,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,141,729.25"
20240412,TH0000004510,北京人寿,北京人寿保险股份有限公司-农行传统,488,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,975,436.58"
20240703,TH0000004509,北京人寿,北京人寿保险股份有限公司-农行自有,487,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,691,720.72"
20240717,TH0000004510,北京人寿,北京人寿保险股份有限公司-农行传统,488,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,646,274.06"
20240730,TH0000004510,北京人寿,北京人寿保险股份有限公司-农行传统,488,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,600,913.94"
20240902,TH0000004510,北京人寿,北京人寿保险股份有限公司-农行传统,488,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,496,912.70"
20240223,TH0000001652,北部湾财产,北部湾财产保险股份有限公司,174,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,164,916.67"
20240930,TH0000001652,北部湾财产,北部湾财产保险股份有限公司,174,999214,月月盈理财债券,申购,0,"￥50,000,000.00","47,402,351.16"
20240104,TH0000000796,安华农业,安华农业保险股份有限公司,86,999214,月月盈理财债券,申购,0,"￥50,000,000.00","48,360,576.46"
20240308,TH6010009805,兴银理财,兴银理财稳添利月盈8号（1个月最短持有期）日开固收类理财产品,5217,603185,兴银惠享1号,申购,0,"￥50,000,000.00","49,493,667.90"
20240308,TH6010013947,兴银理财,兴银理财兴承恒享稳盈12号净值型理财产品,5483,603185,兴银惠享1号,申购,0,"￥50,000,000.00","49,493,667.90"
20240308,TH6010013948,兴银理财,兴银理财稳添利陆盈3号(6个月最短持有期)日开固收类理财产品,5484,603185,兴银惠享1号,申购,0,"￥50,000,000.00","49,493,667.90"
20240308,TH6010013951,兴银理财,兴银理财稳添利周盈8号(7天最短持有期)日开固收类理财产品,5487,603185,兴银惠享1号,申购,0,"￥50,000,000.00","49,493,667.90"
20240514,TH6010021858,兴银理财,兴银理财稳添利双周盈（14天最短持有）1号日开固收类理财产品,5897,603185,兴银惠享1号,申购,0,"￥50,000,000.00","49,236,153.76"
20240828,TH6010013843,兴银理财,兴银理财稳添利日盈增利19号日开固收类理财产品,5377,603185,兴银惠享1号,申购,0,"￥50,000,000.00","48,849,166.87"
20240327,TH0000001225,民生人寿,民生人寿保险股份有限公司-分红权益,129,999242,通汇18号,申购,0,"￥50,000,000.00","49,470,663.90"
20240403,TH0010000455,财信吉祥,财信吉祥人寿保险股份有限公司-传统产品5,2123,603296,泰山9号,申购,0,"￥50,000,000.00","42,567,682.62"
20240531,TH0000000033,财信吉祥,财信吉祥人寿保险股份有限公司-万能产品,3,603296,泰山9号,申购,0,"￥50,000,000.00","41,659,723.38"
20240906,TH0000004914,国宝人寿,国宝人寿保险股份有限公司-鑫如意,530,601855,日日盈货币,申购,0,"￥50,000,000.00","50,000,000.00"
20240927,TH6010027980,浦银理财,浦银理财月月鑫最短持有期49号理财产品,6488,603359,浦银惠享5号,申购,0,"￥50,000,000.00","49,029,221.42"
20240130,TH6010001467,浦银理财,浦银理财月月鑫稳健款最短持有期理财产品,4778,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,622,866.22"
20240201,TH6010013815,浦银理财,浦银理财月月鑫最短持有期1号（公司礼遇款）理财产品,5339,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,613,018.46"
20240229,TH6010001469,浦银理财,浦银理财周周鑫最短持有期理财产品,4780,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,504,950.50"
20240301,TH6010001469,浦银理财,浦银理财周周鑫最短持有期理财产品,4780,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,500,049.50"
20240301,TH6010013937,浦银理财,浦银理财周周鑫最短持有期18号理财产品,5473,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,500,049.50"
20240312,TH6010013937,浦银理财,浦银理财周周鑫最短持有期18号理财产品,5473,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,455,984.17"
20240409,TH6010001465,浦银理财,浦银理财周周鑫稳健1号（公司专属）理财产品,4776,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,348,598.50"
20240411,TH6010001464,浦银理财,浦银理财周周鑫最短持有期1号（公司礼遇款）理财产品,4775,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,338,859.29"
20240411,TH6010001469,浦银理财,浦银理财周周鑫最短持有期理财产品,4780,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,338,859.29"
20240412,TH6010014039,浦银理财,浦银理财天添鑫中短债13号理财产品,5592,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,333,991.12"
20240418,TH6010017881,浦银理财,浦银理财月月鑫最短持有期10号理财产品,5721,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,309,664.69"
20240429,TH6010013881,浦银理财,浦银理财天添鑫中短债11号理财产品,5425,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,275,647.97"
20240429,TH6010014039,浦银理财,浦银理财天添鑫中短债13号理财产品,5592,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,275,647.97"
20240510,TH6010001469,浦银理财,浦银理财周周鑫最短持有期理财产品,4780,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,227,134.00"
20240613,TH6010021877,浦银理财,浦银理财周周鑫最短持有期21号理财产品,5913,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,101,443.58"
20240703,TH6010001465,浦银理财,浦银理财周周鑫稳健1号（公司专属）理财产品,4776,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,029,221.42"
20240703,TH6010001466,浦银理财,浦银理财周周鑫稳健款最短持有期理财产品,4777,603077,浦银惠享3号,申购,0,"￥50,000,000.00","49,029,221.42"
20240730,TH6010022078,浦银理财,浦银理财周周鑫最短持有期35号理财产品,6152,603077,浦银惠享3号,申购,0,"￥50,000,000.00","48,928,466.58"
20240802,TH6010021925,浦银理财,浦银理财天添鑫中短债32号理财产品,5935,603077,浦银惠享3号,申购,0,"￥50,000,000.00","48,914,106.83"
20240806,TH6010021877,浦银理财,浦银理财周周鑫最短持有期21号理财产品,5913,603077,浦银惠享3号,申购,0,"￥50,000,000.00","48,899,755.50"
20240806,TH6010013937,浦银理财,浦银理财周周鑫最短持有期18号理财产品,5473,603077,浦银惠享3号,申购,0,"￥50,000,000.00","48,899,755.50"
20240924,TH6010027953,浦银理财,浦银理财周周鑫最短持有期45号理财产品,6460,603077,浦银惠享3号,申购,0,"￥50,000,000.00","48,728,194.13"
20240314,TH6010013965,上银理财,上银理财“鑫享利”系列开放式(6个月)理财产品WPXK23M0602期,5512,603297,民汇88号,申购,0,"￥50,000,000.00","49,945,060.43"
20240314,TH6010013964,上银理财,上银理财“鑫享利”系列开放式(3个月)理财产品WPXK23M0302期,5511,603297,民汇88号,申购,0,"￥50,000,000.00","49,945,060.43"
20240314,TH6010001520,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D0107期,4852,603297,民汇88号,申购,0,"￥50,000,000.00","49,945,060.43"
20240314,TH6010001434,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D05期,4709,603297,民汇88号,申购,0,"￥50,000,000.00","49,945,060.43"
20240202,TH0000000965,永诚财产,永诚财产保险股份有限公司,103,601847,民汇62号,申购,0,"￥50,000,000.00","48,076,923.08"
20240202,TH6010001436,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D06期,4711,601847,民汇62号,申购,0,"￥50,000,000.00","48,076,923.08"
20240202,TH6010001355,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D04期,4630,601847,民汇62号,申购,0,"￥50,000,000.00","48,076,923.08"
20240202,TH6010001261,上银理财,上银理财“天天利”系列开放式理财产品1号WPTK21D01期,4432,601847,民汇62号,申购,0,"￥50,000,000.00","48,076,923.08"
20240809,TH6010001520,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D0107期,4852,601847,民汇62号,申购,0,"￥50,000,000.00","47,420,333.84"
20240809,TH6010017865,上银理财,上银理财“鑫享利”系列开放式（6个月）理财产品WPXK23M0601期,5693,601847,民汇62号,申购,0,"￥50,000,000.00","47,420,333.84"
20240809,TH6010017866,上银理财,上银理财“鑫享利”系列开放式（3个月）理财产品WPXK23M0303期,5694,601847,民汇62号,申购,0,"￥50,000,000.00","47,420,333.84"
20240809,TH6010022075,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D01008期,6128,601847,民汇62号,申购,0,"￥50,000,000.00","47,420,333.84"
20240104,TH6010001535,浦银理财,浦银理财日添金2号（公司专属）理财产品,4890,601847,民汇62号,申购,0,"￥50,000,000.00","48,192,771.08"
20240125,TH6010001468,浦银理财,浦银理财双周鑫最短持有期理财产品,4779,601847,民汇62号,申购,0,"￥50,000,000.00","48,109,304.34"
20240202,TH6010013819,浦银理财,浦银理财季季鑫封闭式106号理财产品,5343,601847,民汇62号,申购,0,"￥50,000,000.00","48,076,923.08"
20240202,TH6010001468,浦银理财,浦银理财双周鑫最短持有期理财产品,4779,601847,民汇62号,申购,0,"￥50,000,000.00","48,076,923.08"
20240208,TH6010001468,浦银理财,浦银理财双周鑫最短持有期理财产品,4779,601847,民汇62号,申购,0,"￥50,000,000.00","48,053,820.28"
20240119,TH6010009812,横琴人寿,横琴人寿-传统自营兴业,5218,601847,民汇62号,申购,0,"￥50,000,000.00","48,132,460.53"
20240430,TH0010000105,杭工信,杭工信-周添利1号集合资金信托计划,766,601847,民汇62号,申购,0,"￥50,000,000.00","47,755,491.88"
20240628,TH0010000161,杭工信,杭工信-周添利2号集合资金信托计划,1623,601847,民汇62号,申购,0,"￥50,000,000.00","47,560,163.61"
20240111,TH6010001131,国元证券,国元证券元赢周享1号集合资产管理计划,4070,601847,民汇62号,申购,0,"￥50,000,000.00","48,164,916.67"
20240703,TH6010001131,国元证券,国元证券元赢周享1号集合资产管理计划,4070,601847,民汇62号,申购,0,"￥50,000,000.00","47,542,074.74"
20240322,TH0000001641,工银安盛,工银安盛人寿保险有限公司,173,601847,民汇62号,申购,0,"￥50,000,000.00","47,897,308.17"
20240208,TH6010001436,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D06期,4711,600629,民汇48号,申购,0,"￥50,000,000.00","45,471,080.39"
20240208,TH6010001434,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D05期,4709,600629,民汇48号,申购,0,"￥50,000,000.00","45,471,080.39"
20240222,TH6010001261,上银理财,上银理财“天天利”系列开放式理财产品1号WPTK21D01期,4432,600629,民汇48号,申购,0,"￥50,000,000.00","45,421,511.63"
20240410,TH6010017840,上银理财,上银理财“悦享利”系列理财产品（WPHS24M13006期）,5668,600629,民汇48号,申购,0,"￥50,000,000.00","45,248,868.78"
20240410,TH6010013964,上银理财,上银理财“鑫享利”系列开放式(3个月)理财产品WPXK23M0302期,5511,600629,民汇48号,申购,0,"￥50,000,000.00","45,248,868.78"
20240202,TH6010013819,浦银理财,浦银理财季季鑫封闭式106号理财产品,5343,600629,民汇48号,申购,0,"￥50,000,000.00","45,491,765.99"
20240613,TH6010001532,宁银理财,宁银理财宁欣固定收益类1个月定期开放式理财9号,4880,999262,民汇32号,申购,0,"￥50,000,000.00","43,614,794.14"
20240620,TH6010022029,宁银理财,宁银理财宁欣日日薪固定收益类日开理财18号（最短持有90天）,6056,999262,民汇32号,申购,0,"￥50,000,000.00","43,591,979.08"
20240808,TH6010027820,和谐健康,和谐健康保险股份有限公司-万能户,6241,999262,民汇32号,申购,0,"￥50,000,000.00","43,425,395.17"
20240105,TH0000001269,中原农业,中原农业保险股份有限公司资本金托管专户,133,999220,民汇20号,申购,0,"￥50,000,000.00","41,942,790.03"
20240812,TH0000001269,中原农业,中原农业保险股份有限公司资本金托管专户,133,999220,民汇20号,申购,0,"￥50,000,000.00","41,318,899.26"
20240822,TH0010000448,中信保诚,中信保诚人寿保险有限公司-万能账户,2106,999220,民汇20号,申购,0,"￥50,000,000.00","41,284,782.43"
20240822,TH0010000448,中信保诚,中信保诚人寿保险有限公司-万能账户,2106,999220,民汇20号,申购,0,"￥50,000,000.00","41,284,782.43"
20240509,TH0010000456,招商信诺,招商信诺人寿保险有限公司-万能,2138,999220,民汇20号,申购,0,"￥50,000,000.00","41,569,670.77"
20240125,TH6010001434,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D05期,4709,999220,民汇20号,申购,0,"￥50,000,000.00","41,879,554.40"
20240130,TH6010001436,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D06期,4711,999220,民汇20号,申购,0,"￥50,000,000.00","41,865,527.92"
20240130,TH6010001267,上银理财,上银理财“双周利”系列开放式理财产品（14天）,4438,999220,民汇20号,申购,0,"￥50,000,000.00","41,865,527.92"
20240312,TH6010013965,上银理财,上银理财“鑫享利”系列开放式(6个月)理财产品WPXK23M0602期,5512,999220,民汇20号,申购,0,"￥50,000,000.00","41,739,711.16"
20240312,TH6010001434,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D05期,4709,999220,民汇20号,申购,0,"￥50,000,000.00","41,739,711.16"
20240312,TH6010001355,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D04期,4630,999220,民汇20号,申购,0,"￥50,000,000.00","41,739,711.16"
20240312,TH6010001520,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D0107期,4852,999220,民汇20号,申购,0,"￥50,000,000.00","41,739,711.16"
20240313,TH6010001434,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D05期,4709,999220,民汇20号,申购,0,"￥50,000,000.00","41,736,227.05"
20240329,TH6010013963,上银理财,上银理财“悦享利”系列理财产品(WPHF23M13006期),5510,999220,民汇20号,申购,0,"￥50,000,000.00","41,690,986.41"
20240403,TH6010001520,上银理财,上银理财“天天利”系列开放式理财产品WPTK23D0107期,4852,999220,民汇20号,申购,0,"￥50,000,000.00","41,673,612.27"
20240410,TH6010014004,上银理财,上银理财“易享利”系列开放式（6个月持有期）理财产品WPEK23M0602期,5542,999220,民汇20号,申购,0,"￥50,000,000.00","41,649,312.79"
20240202,TH6010013819,浦银理财,浦银理财季季鑫封闭式106号理财产品,5343,999220,民汇20号,申购,0,"￥50,000,000.00","41,855,014.23"
20240508,TH6010014046,浦银理财,浦银理财周周鑫最短持有期9号理财产品,5599,999220,民汇20号,申购,0,"￥50,000,000.00","41,573,127.13"
20240621,TH6010022013,华泰人寿,华泰如意宝26号集合资产管理计划,6033,999220,民汇20号,申购,0,"￥50,000,000.00","41,462,807.86"
20240906,TH0000000875,弘康人寿,弘康人寿保险股份有限公司,94,999220,民汇20号,申购,0,"￥50,000,000.00","41,247,318.92"
20240430,TH0010000105,杭工信,杭工信-周添利1号集合资金信托计划,766,999220,民汇20号,申购,0,"￥50,000,000.00","41,597,337.77"
20240718,TH0010000162,杭工信,杭工信-周添利3号集合资金信托计划,1625,999220,民汇20号,申购,0,"￥50,000,000.00","41,383,876.84"
20240312,TH6010001671,国民养老,国民国泰民安101期限保本型（三年滚动）商业养老金产品A款,5028,999220,民汇20号,申购,0,"￥50,000,000.00","41,739,711.16"
20240108,TH0000005881,国富人寿,国富人寿保险股份有限公司分红产品邮储托管户,632,999220,民汇20号,申购,0,"￥50,000,000.00","41,939,271.93"
20240104,TH6010001197,季华装备,广东省季华新型显示装备有限公司,4198,999220,民汇20号,申购,0,"￥50,000,000.00","41,946,308.72"
20240322,TH0000001641,工银安盛,工银安盛人寿保险有限公司,173,999220,民汇20号,申购,0,"￥50,000,000.00","41,711,854.51"
20240112,TH0000004767,德邦证券,德邦证券股份有限公司,515,999220,民汇20号,申购,0,"￥50,000,000.00","41,921,690.28"
20240115,TH0000002440,民生通惠,民生通惠精选策略FOF1号资产管理产品,258,603236,量化红利,申购,0,"￥50,000,000.00","48,421,460.39"
20240808,TH0000000617,民生人寿,民生人寿保险股份有限公司-万能-附加富贵赢家至尊,68,999039,聚信2号,申购,0,"￥50,000,000.00","45,142,650.78"
20240808,TH0000001045,民生人寿,民生人寿保险股份有限公司-金彩1号,111,999039,聚信2号,申购,0,"￥50,000,000.00","45,142,650.78"
20240802,TH0000001269,中原农业,中原农业保险股份有限公司资本金托管专户,133,999261,汇通7号,申购,0,"￥50,000,000.00","43,305,040.71"
20240304,TH0000000965,永诚财产,永诚财产保险股份有限公司,103,999261,汇通7号,申购,0,"￥50,000,000.00","43,798,178.00"
20240718,TH6010022105,上银理财,上银理财“美好”系列理财产品（WPMF24M13014期）,6170,999261,汇通7号,申购,0,"￥50,000,000.00","43,350,095.37"
20240725,TH6010013963,上银理财,上银理财“悦享利”系列理财产品(WPHF23M13006期),5510,999261,汇通7号,申购,0,"￥50,000,000.00","43,327,556.33"
20240826,TH6010017865,上银理财,上银理财“鑫享利”系列开放式（6个月）理财产品WPXK23M0601期,5693,999261,汇通7号,申购,0,"￥50,000,000.00","43,245,113.30"
20240826,TH6010017866,上银理财,上银理财“鑫享利”系列开放式（3个月）理财产品WPXK23M0303期,5694,999261,汇通7号,申购,0,"￥50,000,000.00","43,245,113.30"
20240919,TH6010027947,上银理财,上银理财“美好”系列理财产品（WPMF24M13023期）,6438,999261,汇通7号,申购,0,"￥50,000,000.00","43,174,164.58"
20240105,TH6010001468,浦银理财,浦银理财双周鑫最短持有期理财产品,4779,999261,汇通7号,申购,0,"￥50,000,000.00","43,998,592.05"
20240202,TH6010013819,浦银理财,浦银理财季季鑫封闭式106号理财产品,5343,999261,汇通7号,申购,0,"￥50,000,000.00","43,902,010.71"
20240312,TH0000002361,民生人寿,民生人寿保险股份有限公司-续灵通,249,999261,汇通7号,申购,0,"￥50,000,000.00","43,763,676.15"
20240621,TH6010022013,华泰人寿,华泰如意宝26号集合资产管理计划,6033,999261,汇通7号,申购,0,"￥50,000,000.00","43,436,712.71"
20240906,TH0000000875,弘康人寿,弘康人寿保险股份有限公司,94,999261,汇通7号,申购,0,"￥50,000,000.00","43,211,476.97"
20240913,TH0010000186,弘康人寿,弘康人寿投资连结保险弘云1号投资账户,1649,999261,汇通7号,申购,0,"￥50,000,000.00","43,189,081.80"
20240108,TH0000003867,合众人寿,合众人寿保险股份有限公司-传统账户,422,999261,汇通7号,申购,0,"￥50,000,000.00","43,994,720.63"
20240312,TH6010001671,国民养老,国民国泰民安101期限保本型（三年滚动）商业养老金产品A款,5028,999261,汇通7号,申购,0,"￥50,000,000.00","43,763,676.15"
20240926,TH0000001540,华农财产,华农财产保险股份有限公司,162,604054,汇通11号货币,申购,0,"￥50,000,000.00","50,000,000.00"
